RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,INTFREQ,INTFREQ_COLLAPSED,RADIO,NHISLL,RELIGCAT1,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
1136.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-12,2025-05-12,Good,About the same,Suburban,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Refused/Web blank,"No, nobody in household",Yes,About once a day,Daily or several times a week,Yes,No,Unaffiliated,H.S. graduate or less,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A man,1,No,,"Less than $30,000",Midwest,Metropolitan,0.802200473100524,1.0076411829283307
3035.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-24,2025-02-24,Good,Better,Suburban,Americans are united when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"Yes, someone else in household",Yes,Almost constantly,Almost constantly,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,Mixed Race,Other,65-69,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$125,000 to less than $150,000",South,Metropolitan,0.802200473100524,0.3551374754804629
13688.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-25,2025-02-25,Only fair,Better,Rural,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,About once a day,Daily or several times a week,Yes,Yes,Catholic,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",Northeast,Non-metropolitan,0.401100236550262,0.25715441451111865
12023.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-27,2025-02-27,Good,About the same,Rural,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Just meet my basic expenses,"Yes, someone else in household",No,Almost constantly,Almost constantly,No,No,Protestant,College graduate+,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican",Refused/Web blank,Midwest,Non-metropolitan,0.802200473100524,0.4259447583584275
6250.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-26,2025-02-26,Good,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,More crime,Live comfortably,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Catholic,College graduate+,Yes,Something else,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,45-49,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",South,Metropolitan,0.802200473100524,0.5839163571908784
6137.0,Paper,Spanish,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-05-19,2025-05-19,Poor,About the same,Rural,Americans are divided when it comes to the most important values,Not too safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Several times a week,Daily or several times a week,No,Yes,Catholic,H.S. graduate or less,No,Refused/Web blank,Refused/Web blank,DK/Refused/No lean,Yes,White,Hispanic,55-59,50-64,Another country (please specify):,A woman,4,No,,"$40,000 to less than $50,000",South,Metropolitan,0.5324944802748801,1.2861283722665235
749.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-12,2025-05-12,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"Yes, self",No,Several times a day,Several times a day,Yes,No,Protestant,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$40,000 to less than $50,000",South,Metropolitan,1.604400946201048,1.1276226691438966
15318.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Only fair,Better,Suburban,Americans are divided when it comes to the most important values,Extremely safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Protestant,H.S. graduate or less,No,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A man,2,No,,"$70,000 to less than $100,000",Midwest,Metropolitan,1.604400946201048,3.3748638183232305
2996.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-27,2025-02-27,Good,Better,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,Yes,Refused,Hispanic,40-44,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$150,000 or more",Midwest,Metropolitan,0.802200473100524,0.5882457064084059
445.0,Online,English,English,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-02-24,2025-02-24,Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,Yes,Yes,Protestant,H.S. graduate or less,No,Democrat,,Dem/Lean Dem,Yes,Refused,Hispanic,45-49,30-49,Another country (please specify):,A woman,1,No,,"Less than $30,000",South,Metropolitan,0.19248221257946788,0.6100161649414416
5154.0,Paper,Spanish,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-05-21,2025-05-21,Poor,Worse,Rural,Americans are divided when it comes to the most important values,Not at all safe,Sometimes laws to protect people from themselves are necessary,No difference,Don't even have enough to meet basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,Yes,Protestant,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,Yes,Refused,Hispanic,70-74,65+,Another country (please specify):,A man,1,Yes,"Donald Trump, the Republican",Refused/Web blank,West,Metropolitan,0.1774981600916267,0.32406456934717354
11307.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-24,2025-02-24,Good,Worse,Urban,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Other,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,Black or African-American,Black non-Hispanic,30-34,30-49,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",Midwest,Metropolitan,0.401100236550262,0.41781639538698206
11750.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-12,2025-02-12,Only fair,Better,Rural,Americans are divided when it comes to the most important values,Extremely safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,Yes,Protestant,Some College,No,Something else,The Republican Party,Rep/Lean Rep,No,Black or African-American,Black non-Hispanic,35-39,30-49,"U.S. - 50 states, District of Columbia",A woman,2,No,,"Less than $30,000",Midwest,Non-metropolitan,0.802200473100524,1.6089339448461164
9147.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-01,2025-03-01,Good,Better,Rural,Americans are united when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"Yes, self",Yes,Several times a day,Several times a day,Yes,No,Unaffiliated,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Donald Trump, the Republican","$100,000 to less than $125,000",South,Metropolitan,0.401100236550262,0.33380013392346397
6871.0,Paper,Spanish,,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-04-29,2025-04-29,Only fair,Better,Urban,Americans are divided when it comes to the most important values,Not at all safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Other,College graduate+,Yes,Independent,Refused/Web blank,DK/Refused/No lean,Yes,White,Hispanic,50-54,50-64,U.S. - other territory,A man,4,Yes,"Donald Trump, the Republican","Less than $30,000",West,Metropolitan,1.154893275476807,2.17187518869728
12168.0,Online,English,English,"9 = Remaining CBG, 65%+ HS or less",2025-03-10,2025-03-10,Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Catholic,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,35-39,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$150,000 or more",South,Metropolitan,0.4509005960677219,0.5108280971680009
11408.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-11,2025-03-11,Good,Better,Rural,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Unaffiliated,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$150,000 or more",Midwest,Metropolitan,0.802200473100524,0.5473695071450035
6997.0,Online,English,English,"7 = 75%+ Hispanic, 65%+ HS or less",2025-04-04,2025-04-04,Only fair,Worse,Urban,Americans are divided when it comes to the most important values,Not too safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",No,Almost constantly,Almost constantly,Yes,No,Catholic,Some College,Yes,Republican,,Rep/Lean Rep,Yes,White,Hispanic,18-24,18-29,"U.S. - 50 states, District of Columbia",A man,3,Yes,"Donald Trump, the Republican","$30,000 to less than $40,000",West,Metropolitan,0.26624724013744006,0.5740888624357301
15493.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-01,2025-05-01,Only fair,Worse,Rural,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,Some College,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$40,000 to less than $50,000",Midwest,Metropolitan,1.604400946201048,0.6960795632078274
5355.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-09,2025-05-09,Refused/Web blank,Better,Urban,Americans are united when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$150,000 or more",South,Metropolitan,1.604400946201048,1.0099203754230932
18002.0,Paper,Spanish,,"5 = 50%-74.99% Hispanic, 65%+ HS or less",2025-06-09,2025-06-09,Poor,Better,Urban,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Less often,Less often or does not use the internet,No,No,Other,H.S. graduate or less,No,Independent,The Democratic Party,Dem/Lean Dem,Yes,Refused,Hispanic,45-49,30-49,Another country (please specify):,A woman,3,No,,"$40,000 to less than $50,000",West,Metropolitan,1.8744623313396573,5.454124253915292
9102.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-07,2025-03-07,Good,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Catholic,College graduate+,Yes,Democrat,,Dem/Lean Dem,Yes,Some other Race,Hispanic,45-49,30-49,"U.S. - 50 states, District of Columbia",A woman,3,Yes,"Kamala Harris, the Democrat","$150,000 or more",West,Metropolitan,1.2033007096507862,0.7678830216627566
4650.0,Online,English,English,"1 = 50%-74.99% Black non-Hispanic, 65%+ HS or less",2025-03-09,2025-03-09,Good,About the same,Rural,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,Yes,Unaffiliated,H.S. graduate or less,No,Something else,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,30-34,30-49,"U.S. - 50 states, District of Columbia",A woman,2,No,,"Less than $30,000",South,Metropolitan,0.16016429921434563,0.38132358210186534
3540.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-24,2025-03-24,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,College graduate+,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,30-34,30-49,"U.S. - 50 states, District of Columbia",In some other way,2,Yes,"Kamala Harris, the Democrat","$50,000 to less than $70,000",Northeast,Non-metropolitan,0.802200473100524,0.5691896192438699
3920.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-24,2025-02-24,Only fair,Better,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,No difference,Just meet my basic expenses,"No, nobody in household",Yes,Several times a week,Daily or several times a week,Yes,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,Some other Race,Other,60-64,50-64,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Donald Trump, the Republican","$30,000 to less than $40,000",South,Metropolitan,0.401100236550262,0.36151804461132864
3134.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-22,2025-02-22,Poor,Better,Suburban,Americans are divided when it comes to the most important values,Not too safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,No,Catholic,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$125,000 to less than $150,000",South,Metropolitan,0.802200473100524,0.6419086837551518
16302.0,Online,English,English,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-02-28,2025-02-28,Poor,Worse,Urban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",Yes,Almost constantly,Almost constantly,No,No,Unaffiliated,College graduate+,Yes,Something else,Refused/Web blank,DK/Refused/No lean,No,White,White non-Hispanic,30-34,30-49,"U.S. - 50 states, District of Columbia",A woman,2,Yes,Refused/Web blank,"$50,000 to less than $70,000",West,Metropolitan,0.38496442515893575,0.7658519049616733
18475.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-22,2025-03-22,Poor,About the same,Rural,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,Some College,Yes,Something else,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,35-39,30-49,"U.S. - 50 states, District of Columbia",A woman,3,No,,"$30,000 to less than $40,000",Midwest,Non-metropolitan,1.2033007096507862,2.0081208114437805
5879.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-08,2025-05-08,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Extremely safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Catholic,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Donald Trump, the Republican","$150,000 or more",West,Metropolitan,0.802200473100524,0.6906951039512931
11818.0,Online,English,English,"1 = 50%-74.99% Black non-Hispanic, 65%+ HS or less",2025-04-03,2025-04-03,Only fair,Better,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Catholic,Some College,Not sure,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A man,1,No,,"Less than $30,000",Midwest,Metropolitan,0.08008214960717282,0.12085328649183186
14985.0,Paper,English,,"7 = 75%+ Hispanic, 65%+ HS or less",2025-05-01,2025-05-01,Only fair,Worse,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Catholic,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Kamala Harris, the Democrat","$30,000 to less than $40,000",West,Metropolitan,0.1774981600916267,0.15725210341531673
11336.0,Online,English,English,"5 = 50%-74.99% Hispanic, 65%+ HS or less",2025-02-28,2025-02-28,Only fair,Better,Rural,Americans are united when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,Yes,Other,H.S. graduate or less,No,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,Another country (please specify):,A man,3,No,,"Less than $30,000",West,Metropolitan,0.9372311656698287,2.98709281969968
21.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-08,2025-03-08,Good,Worse,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,Yes,Unaffiliated,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",Midwest,Metropolitan,0.802200473100524,0.5539452966816093
16355.0,Phone,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-27,2025-02-27,Good,About the same,Urban,Americans are divided when it comes to the most important values,Extremely safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"Yes, self",No,Several times a day,Several times a day,Yes,No,Catholic,H.S. graduate or less,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",South,Metropolitan,1.604400946201048,1.2952232674733135
527.0,Phone,English,Spanish,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-02-27,2025-02-27,Only fair,Better,Suburban,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,No,No,Catholic,Some College,No,Democrat,,Dem/Lean Dem,Yes,Refused,Hispanic,40-44,30-49,"U.S. - 50 states, District of Columbia",A woman,2,No,,"$40,000 to less than $50,000",South,Metropolitan,0.7699288503178715,0.8359042527611659
11260.0,Phone,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-27,2025-02-27,Excellent,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Other,College graduate+,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$40,000 to less than $50,000",West,Metropolitan,1.604400946201048,0.47789760667321796
15111.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-24,2025-02-24,Excellent,About the same,Suburban,Americans are united when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Unaffiliated,H.S. graduate or less,Not sure,Something else,Refused/Web blank,DK/Refused/No lean,Yes,White,Hispanic,25-29,18-29,"U.S. - 50 states, District of Columbia",A man,1,No,,"$40,000 to less than $50,000",South,Metropolitan,0.401100236550262,2.4412742646754415
6173.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-04-04,2025-04-04,Good,About the same,Rural,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"Yes, self",No,Several times a day,Several times a day,Yes,Yes,Protestant,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$30,000 to less than $40,000",Midwest,Non-metropolitan,0.802200473100524,0.726498968097845
8629.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-02,2025-05-02,Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"Yes, self",No,Several times a day,Several times a day,Yes,Yes,Protestant,College graduate+,Yes,Something else,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,65-69,65+,"U.S. - 50 states, District of Columbia",A man,4,Yes,"Kamala Harris, the Democrat","$100,000 to less than $125,000",South,Metropolitan,2.4066014193015723,1.0323377592684562
7993.0,Online,Spanish,Spanish,"7 = 75%+ Hispanic, 65%+ HS or less",2025-03-26,2025-03-26,Only fair,Better,Refused/Web blank,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,No,No,Catholic,H.S. graduate or less,Not sure,Something else,Refused/Web blank,DK/Refused/No lean,Yes,White,Hispanic,25-29,18-29,U.S. - other territory,A man,5 or more,No,,Refused/Web blank,South,Metropolitan,0.26624724013744006,2.6318595572234145
959.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-27,2025-03-27,Good,Worse,Urban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,More crime,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,No,No,Catholic,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A man,3,No,,"$150,000 or more",South,Metropolitan,1.2033007096507862,1.3717196958635622
8610.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-23,2025-02-23,Only fair,Better,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,Less crime,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Unaffiliated,H.S. graduate or less,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Donald Trump, the Republican","$70,000 to less than $100,000",Northeast,Metropolitan,0.401100236550262,0.6003371134275128
16964.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-11,2025-03-11,Excellent,Better,Suburban,Americans are divided when it comes to the most important values,Extremely safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"Yes, someone else in household",Yes,Several times a day,Several times a day,Yes,Yes,Catholic,College graduate+,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$70,000 to less than $100,000",Midwest,Metropolitan,0.802200473100524,0.3598851631092785
12836.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-11,2025-03-11,Good,Better,Rural,Americans are divided when it comes to the most important values,Extremely safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Catholic,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,35-39,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$100,000 to less than $125,000",Midwest,Non-metropolitan,0.802200473100524,0.7276878177687327
18010.0,Online,English,English,"9 = Remaining CBG, 65%+ HS or less",2025-03-08,2025-03-08,Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Protestant,College graduate+,No,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,50-54,50-64,"U.S. - 50 states, District of Columbia",A man,1,No,,"$70,000 to less than $100,000",West,Metropolitan,0.22545029803386096,0.29784949937539573
13674.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-22,2025-02-22,Poor,Worse,Suburban,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"Yes, both myself and someone else",No,Several times a day,Several times a day,Yes,No,Protestant,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,No,Black or African-American,Black non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A man,3,Yes,"Kamala Harris, the Democrat","$50,000 to less than $70,000",South,Metropolitan,1.2033007096507862,1.0324341424256576
1005.0,Paper,English,,"9 = Remaining CBG, 65%+ HS or less",2025-05-05,2025-05-05,Good,Worse,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,No,No,Catholic,Some College,No,Democrat,,Dem/Lean Dem,No,Asian or Asian-American,Asian non-Hispanic,18-24,18-29,"U.S. - 50 states, District of Columbia",A woman,4,Yes,"Kamala Harris, the Democrat","$150,000 or more",Midwest,Metropolitan,1.3527017882031658,1.9424801306766988
2307.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-16,2025-03-16,Excellent,Better,Suburban,Americans are divided when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Unaffiliated,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,40-44,30-49,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$150,000 or more",West,Metropolitan,0.802200473100524,0.7197378368031022
