RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,LANG_PREF,SURVEYSTARTDATE,SURVEYENDDATE,BWAVE,BIDENT1_GEOSTRATA,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,INFRASPEND,MOREGUNIMPACT,GAMBLERESTR,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSEa,SMUSEb,SMUSEc,SMUSEd,SMUSEe,SMUSEf,SMUSEg,SMUSEh,SMUSEi,SMUSEj,SMUSEk,RADIO,GPT1,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACEMOD_1,RACEMOD_2,RACEMOD_3,RACEMOD_4,RACEMOD_5,RACEMOD_6,RACEMOD_99,RACEMOD_MIXEDOE,RACECMB,RACETHN,AGE,AGECAT,BIRTHPLACE,GENDER,MARITAL,EDUCATION,EDUCCAT,ADULTS,VOTED2020,VOTEGEN_POST,INC_SDT1,CREGION,DIVISION,METRO,BASEWT,WEIGHT
12376.0,Online,English,English,English,20240306,20240306,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Urban,Americans are united when it comes to the most important values,Very safe,Increase a little,More crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",Yes,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Seldom,Never,Somewhat important,A few times a month,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,67.0,65+,"U.S. - 50 states, District of Columbia",A woman,Never married,"Bachelor's degree (such as BA, BS)",College graduate+,1.0,Yes,"Joe Biden, the Democrat","$30,000 to less than $40,000",Midwest,East North Central,Metropolitan,0.38836845051008706,0.25462540591607624
12377.0,Online,English,English,English,20240221,20240221,Full Launch,"7 = 75%+ Hispanic, 65%+ HS or less",Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Stay about the same,No difference,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this",No,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",Never,Once a week,Very important,Several times a day,Yes,Democrat,,Dem/Lean Dem,Yes,Not selected,Not selected,Not selected,Not selected,Not selected,Selected,Not selected,No,Some other Race,Hispanic,48.0,30-49,Another country,A woman,Married,No schooling completed,H.S. graduate or less,4.0,No,,"$40,000 to less than $50,000",West,Pacific,Metropolitan,0.19245028565026992,0.3499928943351887
12380.0,Paper,English,,,,20240430,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Rural,Americans are divided when it comes to the most important values,Somewhat safe,Increase a little,More crime,There should be MORE restrictions on gambling than there are today,"Yes, self",No,No,No,,Less often or does not use the internet,,,,,,,,,,,,,,Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",Never,Never,Not too important,Never,Yes,Democrat,,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,73.0,65+,"U.S. - 50 states, District of Columbia",A man,Divorced,Some college credit but no degree,Some College,1.0,Yes,"Joe Biden, the Democrat","$80,000 to less than $90,000",Midwest,West North Central,Metropolitan,0.7767369010201741,0.311502729296394
12387.0,Online,English,English,English,20240229,20240229,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Poor,About the same,Rural,Americans are divided when it comes to the most important values,Very safe,Increase a lot,Less crime,There should be FEWER restrictions on gambling than there are today,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",A few times a year,Seldom,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,53.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Divorced,"Associate degree (such as AA, AS)",Some College,1.0,Yes,"Donald Trump, the Republican","$40,000 to less than $50,000",South,West South Central,Non-metropolitan,0.38836845051008706,0.2611575513898729
12390.0,Paper,English,,,,20240513,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Poor,Worse,Rural,Americans are divided when it comes to the most important values,Somewhat safe,Increase a little,Less crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,About once a day,Daily or several times a week,No,,"No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,Don't know/Refused/Web blank,Never,Never,Not too important,Seldom,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,58.0,50-64,"U.S. - 50 states, District of Columbia",A man,Married,Regular high school diploma or GED,H.S. graduate or less,3.0,Yes,"Donald Trump, the Republican","$50,000 to less than $60,000",Midwest,East North Central,Non-metropolitan,2.3302107030605224,3.3300465651860782
12397.0,Paper,English,,,,20240305,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Increase a little,Don't know/Refused/Web blank,Restrictions on gambling are about right,"Yes, self",Yes,Yes,Yes,About once a day,Daily or several times a week,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",Yes,Buddhist,Other,"No, not born-again or evangelical Christian",A few times a year,Never,Somewhat important,Once a day,Yes,Independent,The Republican Party,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,71.0,65+,"U.S. - 50 states, District of Columbia",A man,Living with a partner,Some college credit but no degree,Some College,2.0,Yes,"Donald Trump, the Republican","$80,000 to less than $90,000",Midwest,East North Central,Metropolitan,1.5534738020403482,0.8464169751840352
12402.0,Online,English,English,English,20240315,20240315,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Worse,Rural,Americans are united when it comes to the most important values,Not too safe,Stay about the same,More crime,There should be MORE restrictions on gambling than there are today,"No, nobody in household",No,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this",Don't know/Refused/Web blank,"Yes, use this",Don't know/Refused/Web blank,Don't know/Refused/Web blank,"No, don't use this",No,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Once a week,More than once a week,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,43.0,30-49,Another country,A woman,Married,"Associate degree (such as AA, AS)",Some College,3.0,Yes,"Donald Trump, the Republican","$40,000 to less than $50,000",Northeast,Middle Atlantic,Metropolitan,1.1651053515302612,0.8496605828049255
12404.0,Online,English,English,English,20240320,20240320,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Increase a little,More crime,There should be MORE restrictions on gambling than there are today,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",Seldom,Never,Not at all important,Never,Yes,Democrat,,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,49.0,30-49,"U.S. - 50 states, District of Columbia",A man,Married,Master's degree or higher,College graduate+,2.0,Yes,"Joe Biden, the Democrat","$100,000 or more",West,Pacific,Metropolitan,0.7767369010201741,0.5708325302421217
12406.0,Paper,English,,,,20240430,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Worse,Urban,Americans are divided when it comes to the most important values,Very safe,Decrease a lot,More crime,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"Yes, born-again or evangelical Christian",Once or twice a month,A few times a year,Very important,Several times a day,Yes,Democrat,,Dem/Lean Dem,Yes,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,Hispanic,40.0,30-49,"U.S. - 50 states, District of Columbia",A woman,Divorced,"Associate degree (such as AA, AS)",Some College,4.0,Yes,"Joe Biden, the Democrat","$30,000 to less than $40,000",South,West South Central,Metropolitan,2.3302107030605224,1.4780324934344626
12407.0,Paper,English,,,,20240205,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Don't know/Refused/Web blank,Americans are divided when it comes to the most important values,Very safe,Stay about the same,Less crime,There should be MORE restrictions on gambling than there are today,"No, nobody in household",Don't know/Refused/Web blank,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",No,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",Never,Never,Not too important,Seldom,No,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,30.0,30-49,"U.S. - 50 states, District of Columbia",A woman,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,No,,"$100,000 or more",Northeast,Middle Atlantic,Metropolitan,1.5534738020403482,1.7543425729245552
12408.0,Paper,English,,,,20240516,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Rural,Americans are divided when it comes to the most important values,Very safe,Increase a lot,Less crime,There should be FEWER restrictions on gambling than there are today,"Yes, both myself and someone else",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,Agnostic,Unaffiliated,"No, not born-again or evangelical Christian",Never,Never,Not at all important,Never,Yes,Independent,The Republican Party,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,48.0,30-49,"U.S. - 50 states, District of Columbia",A man,Married,"Bachelor's degree (such as BA, BS)",College graduate+,3.0,Yes,"Jo Jorgensen, the Libertarian Party candidate","$100,000 or more",Midwest,East North Central,Metropolitan,2.3302107030605224,1.4425500578698247
12417.0,Online,English,English,English,20240322,20240322,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Rural,Americans are divided when it comes to the most important values,Extremely safe,Increase a lot,No difference,There should be MORE restrictions on gambling than there are today,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",No,A lot,"Yes, have a cell phone","Yes, smartphone",No,Atheist,Unaffiliated,"No, not born-again or evangelical Christian",Never,Never,Not at all important,Never,Yes,Democrat,,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,50.0,50-64,"U.S. - 50 states, District of Columbia",A man,Divorced,Master's degree or higher,College graduate+,1.0,Yes,"Donald Trump, the Republican","$100,000 or more",Midwest,East North Central,Metropolitan,0.38836845051008706,0.1935216933241292
12425.0,Online,English,English,English,20240306,20240306,Full Launch,"9 = Remaining CBG, 65%+ HS or less",Only fair,Worse,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a little,No difference,There should be MORE restrictions on gambling than there are today,"No, nobody in household",No,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",Never,Never,Not at all important,Never,Yes,Something else,The Democratic Party,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,35.0,30-49,"U.S. - 50 states, District of Columbia",A man,Married,Master's degree or higher,College graduate+,2.0,Yes,Another candidate,"$100,000 or more",West,Pacific,Metropolitan,0.8924267690407158,0.8862728597275168
12427.0,Paper,English,,,,20240430,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Poor,About the same,Urban,Americans are united when it comes to the most important values,Somewhat safe,Increase a lot,More crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,About once a day,Daily or several times a week,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",No,A little,"Yes, have a cell phone","Yes, smartphone",No,Muslim,Other,"No, not born-again or evangelical Christian",A few times a year,Seldom,Very important,Several times a day,Not sure,Independent,The Democratic Party,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,72.0,65+,Another country,A man,Married,Some college credit but no degree,Some College,2.0,No,,"Less than $30,000",South,West South Central,Metropolitan,1.5534738020403482,0.9181950785065289
12433.0,Paper,English,,,,20240423,Full Launch,"9 = Remaining CBG, 65%+ HS or less",Good,Better,Rural,Americans are united when it comes to the most important values,Not at all safe,Increase a little,More crime,There should be FEWER restrictions on gambling than there are today,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,Not sure,"Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",Yes,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",More than once a week,More than once a week,Very important,Several times a day,Yes,Democrat,,Dem/Lean Dem,No,Not selected,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,Black or African-American,Black non-Hispanic,60.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Married,"Associate degree (such as AA, AS)",Some College,2.0,Yes,"Joe Biden, the Democrat","$90,000 to less than $100,000",South,East South Central,Non-metropolitan,1.7848535380814317,2.070731637817583
12434.0,Online,English,English,English,20240326,20240326,Full Launch,"7 = 75%+ Hispanic, 65%+ HS or less",Good,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a little,More crime,There should be FEWER restrictions on gambling than there are today,"Yes, someone else in household",No,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",More than once a week,Never,Very important,Several times a day,Yes,Democrat,,Dem/Lean Dem,Yes,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,Hispanic,63.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Never married,Master's degree or higher,College graduate+,1.0,Yes,"Joe Biden, the Democrat","$50,000 to less than $60,000",South,West South Central,Metropolitan,0.06415009521675664,0.06145005968331859
12445.0,Phone,English,English,,20240319,20240319,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Suburban,Americans are united when it comes to the most important values,Very safe,Increase a lot,No difference,There should be FEWER restrictions on gambling than there are today,"No, nobody in household",No,No,Yes,Less often,Less often or does not use the internet,No,,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",Seldom,Never,Very important,Once a day,No,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,69.0,65+,"U.S. - 50 states, District of Columbia",A woman,Widowed,Some college credit but no degree,Some College,1.0,No,,"Less than $30,000",South,South Atlantic,Metropolitan,0.7767369010201741,0.46953807656688257
12451.0,Paper,English,,,,20240510,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Poor,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Stay about the same,More crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,No,,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",No,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",Once or twice a month,More than once a week,Somewhat important,Once a day,Yes,Democrat,,Dem/Lean Dem,No,Not selected,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,Black or African-American,Black non-Hispanic,34.0,30-49,"U.S. - 50 states, District of Columbia",A woman,Never married,"Bachelor's degree (such as BA, BS)",College graduate+,1.0,No,,"$50,000 to less than $60,000",South,South Atlantic,Metropolitan,0.7767369010201741,0.7823881404931047
12457.0,Online,English,English,English,20240319,20240319,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Stay about the same,No difference,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Don't know/Refused/Web blank,Refused,"No, not born-again or evangelical Christian",Never,Never,Very important,Don't know/Refused/Web blank,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,34.0,30-49,"U.S. - 50 states, District of Columbia",A woman,Married,Some college credit but no degree,Some College,2.0,Yes,Don't know/Refused/Web blank,Don't know/Refused/Web blank,South,South Atlantic,Metropolitan,0.7767369010201741,0.8569781918621113
12458.0,Paper,English,,,,20240501,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Stay about the same,No difference,Restrictions on gambling are about right,"Yes, someone else in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",A few times a year,Once a week,Very important,Once a day,Yes,Don't know/Refused/Web blank,Don't know/Refused/Web blank,DK/Refused/No lean,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,71.0,65+,"U.S. - 50 states, District of Columbia",A woman,Widowed,"Bachelor's degree (such as BA, BS)",College graduate+,3.0,Yes,Don't know/Refused/Web blank,"Less than $30,000",South,West South Central,Metropolitan,2.3302107030605224,1.006428482053066
12462.0,Paper,English,,,,20240509,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Rural,Americans are divided when it comes to the most important values,Somewhat safe,Increase a lot,Less crime,There should be FEWER restrictions on gambling than there are today,"Yes, someone else in household",No,No,No,,Less often or does not use the internet,,,,,,,,,,,,,,Yes,A little,"Yes, have a cell phone","No, not a smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",A few times a year,Never,Somewhat important,A few times a week,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,71.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,Regular high school diploma or GED,H.S. graduate or less,3.0,Yes,"Donald Trump, the Republican","$70,000 to less than $80,000",Midwest,East North Central,Non-metropolitan,2.3302107030605224,1.9247578183375453
12464.0,Paper,English,,,,20240513,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Poor,About the same,Suburban,Americans are united when it comes to the most important values,Somewhat safe,Increase a little,Less crime,There should be FEWER restrictions on gambling than there are today,"Yes, someone else in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Seldom,Never,Somewhat important,Seldom,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,55.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Married,Some college credit but no degree,Some College,2.0,Yes,"Donald Trump, the Republican","$50,000 to less than $60,000",South,South Atlantic,Metropolitan,1.5534738020403482,0.8338626678290835
12468.0,Online,English,English,English,20240304,20240304,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Increase a lot,More crime,Restrictions on gambling are about right,"Yes, someone else in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",Never,Never,Not too important,Seldom,Yes,Democrat,,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,56.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Living with a partner,"Associate degree (such as AA, AS)",Some College,1.0,Yes,"Joe Biden, the Democrat","$60,000 to less than $70,000",West,Mountain,Metropolitan,0.38836845051008706,0.2297636547344387
12471.0,Online,English,English,English,20240221,20240221,Full Launch,"9 = Remaining CBG, 65%+ HS or less",Good,About the same,Rural,Americans are united when it comes to the most important values,Very safe,Stay about the same,Less crime,Restrictions on gambling are about right,"Yes, someone else in household",No,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",No,A lot,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",Don't know/Refused/Web blank,Don't know/Refused/Web blank,Don't know/Refused/Web blank,Don't know/Refused/Web blank,Yes,Something else,The Republican Party,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,25.0,18-29,"U.S. - 50 states, District of Columbia",A woman,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,Yes,Another candidate,"Less than $30,000",Midwest,West North Central,Non-metropolitan,0.8924267690407158,1.0123130746468993
12474.0,Paper,English,,,,20240425,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a lot,More crime,Restrictions on gambling are about right,"Yes, someone else in household",No,Yes,No,About once a day,Daily or several times a week,Yes,Not sure,"Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","No, not a smartphone",Yes,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",Once a week,A few times a year,Very important,Once a day,No,Don't know/Refused/Web blank,Don't know/Refused/Web blank,DK/Refused/No lean,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,81.0,65+,"U.S. - 50 states, District of Columbia",A woman,Widowed,Regular high school diploma or GED,H.S. graduate or less,1.0,Don't know/Refused/Web blank,,"$40,000 to less than $50,000",Midwest,East North Central,Metropolitan,0.7767369010201741,0.9089645191101863
